Name	Trim Slug	Family	Name	Variation 1	Variation 2	Variation 3	Variation 4	Variation 5	Variation 6
Queen's Indian Defense: Fianchetto, Fine Variation	Queens-Indian-Defense-Fianchetto-Fine-Variation	Queen's Indian Defense	Queen's Indian Defense	Fianchetto Variation	Fine Variation				
Queen's Indian Defense: Fianchetto, Main Line	Queens-Indian-Defense-Fianchetto-Main-Line	Queen's Indian Defense	Queen's Indian Defense	Fianchetto Variation	Main Line				
Queen's Indian Defense: Fianchetto, Nimzowitsch Variation	Queens-Indian-Defense-Fianchetto-Nimzowitsch-Variation	Queen's Indian Defense	Queen's Indian Defense	Fianchetto Variation	Nimzowitsch Variation				
Queen's Indian Defense: Fianchetto, Nimzowitsch Variation, Nimzowitsch Attack	Queens-Indian-Defense-Fianchetto-Nimzowitsch-Variation-Nimzowitsch-Attack	Queen's Indian Defense	Queen's Indian Defense	Fianchetto Variation	Nimzowitsch Variation	Nimzowitsch Attack			
Queen's Indian Defense: Fianchetto, Nimzowitsch Variation, Quiet, Check Variation	Queens-Indian-Defense-Fianchetto-Nimzowitsch-Variation-Quiet-Check-Variation	Queen's Indian Defense	Queen's Indian Defense	Fianchetto Variation	Nimzowitsch Variation	Quiet Line	Check Variation		
Queen's Indian Defense: Fianchetto, Nimzowitsch Variation, Quiet, Check Variation, Intermezzo Line	Queens-Indian-Defense-Fianchetto-Nimzowitsch-Variation-Quiet-Check-Variation-Intermezzo-Line	Queen's Indian Defense	Queen's Indian Defense	Fianchetto Variation	Nimzowitsch Variation	Quiet Line	Check Variation	Intermezzo Line	
Queen's Indian Defense: Fianchetto, Nimzowitsch Variation, Quiet, Check Variation, Modern Line	Queens-Indian-Defense-Fianchetto-Nimzowitsch-Variation-Quiet-Check-Variation-Modern-Line	Queen's Indian Defense	Queen's Indian Defense	Fianchetto Variation	Nimzowitsch Variation	Quiet Line	Check Variation	Modern Line	
Queen's Indian Defense: Fianchetto, Nimzowitsch Variation, Quiet Line	Queens-Indian-Defense-Fianchetto-Nimzowitsch-Variation-Quiet-Line	Queen's Indian Defense	Queen's Indian Defense	Fianchetto Variation	Nimzowitsch Variation	Quiet Line			
Queen's Indian Defense: Fianchetto, Nimzowitsch Variation, Timman Line	Queens-Indian-Defense-Fianchetto-Nimzowitsch-Variation-Timman-Line	Queen's Indian Defense	Queen's Indian Defense	Fianchetto Variation	Nimzowitsch Variation	Timman Line			
Queen's Indian Defense: Fianchetto, Sämisch, Buerger Variation	Queens-Indian-Defense-Fianchetto-Samisch-Buerger-Variation	Queen's Indian Defense	Queen's Indian Defense	Fianchetto Variation	Sämisch Variation	Buerger Variation			
Queen's Indian Defense: Fianchetto, Sämisch, Rubinstein Variation	Queens-Indian-Defense-Fianchetto-Samisch-Rubinstein-Variation	Queen's Indian Defense	Queen's Indian Defense	Fianchetto Variation	Sämisch Variation	Rubinstein Variation			
Queen's Indian Defense: Fianchetto, Sämisch Variation	Queens-Indian-Defense-Fianchetto-Samisch-Variation	Queen's Indian Defense	Queen's Indian Defense	Fianchetto Variation	Sämisch Variation				
Queen's Indian Defense: Fianchetto, Traditional Line	Queens-Indian-Defense-Fianchetto-Traditional-Line	Queen's Indian Defense	Queen's Indian Defense	Fianchetto Variation	Traditional Line				
Queen's Indian Defense: Fianchetto Variation	Queens-Indian-Defense-Fianchetto-Variation	Queen's Indian Defense	Queen's Indian Defense	Fianchetto Variation					
Queen's Indian Defense: Kasparov Variation	Queens-Indian-Defense-Kasparov-Variation	Queen's Indian Defense	Queen's Indian Defense	Kasparov Variation					
Queen's Indian Defense: Kasparov Variation, Botvinnik Attack	Queens-Indian-Defense-Kasparov-Variation-Botvinnik-Attack	Queen's Indian Defense	Queen's Indian Defense	Kasparov Variation	Botvinnik Attack				
Queen's Indian Defense: Kasparov Variation, Petrosian Variation	Queens-Indian-Defense-Kasparov-Variation-Petrosian-Variation	Queen's Indian Defense	Queen's Indian Defense	Kasparov Variation	Petrosian Variation				
Queen's Indian Defense: Kasparov Variation, Petrosian Variation, Murey Variation	Queens-Indian-Defense-Kasparov-Variation-Petrosian-Variation-Murey-Variation	Queen's Indian Defense	Queen's Indian Defense	Kasparov Variation	Petrosian Variation	Murey Variation			
Queen's Indian Defense: Kasparov Variation, Petrosian Variation, Rashkovsky Attack	Queens-Indian-Defense-Kasparov-Variation-Petrosian-Variation-Rashkovsky-Attack	Queen's Indian Defense	Queen's Indian Defense	Kasparov Variation	Petrosian Variation	Rashkovsky Attack			
Queen's Indian Defense: Kasparov Variation, Petrosian Variation, Romanishin Attack	Queens-Indian-Defense-Kasparov-Variation-Petrosian-Variation-Romanishin-Attack	Queen's Indian Defense	Queen's Indian Defense	Kasparov Variation	Petrosian Variation	Romanishin Attack			
Queen's Indian Defense: Miles Variation	Queens-Indian-Defense-Miles-Variation	Queen's Indian Defense	Queen's Indian Defense	Miles Variation					
Queen's Indian Defense: Petrosian Variation	Queens-Indian-Defense-Petrosian-Variation	Queen's Indian Defense	Queen's Indian Defense	Petrosian Variation					
Queen's Indian Defense: Petrosian Variation, Farago Defense	Queens-Indian-Defense-Petrosian-Variation-Farago-Defense	Queen's Indian Defense	Queen's Indian Defense	Petrosian Variation	Farago Defense				
Queen's Indian Defense: Spassky, Averbakh Variation	Queens-Indian-Defense-Spassky-Averbakh-Variation	Queen's Indian Defense	Queen's Indian Defense	Spassky System	Averbakh Variation				
Queen's Indian Defense: Spassky System	Queens-Indian-Defense-Spassky-System	Queen's Indian Defense	Queen's Indian Defense	Spassky System					
Queen's Pawn Opening	Queens-Pawn-Opening	Queen's Pawn Opening	Queen's Pawn Opening						
Queen's Pawn Opening: Accelerated London, Steinitz Countergambit	Queens-Pawn-Opening-Accelerated-London-Steinitz-Countergambit	London System	Queen's Pawn Opening	Accelerated London System	Steinitz Countergambit				
Queen's Pawn Opening: Accelerated London, Steinitz, Morris Countergambit	Queens-Pawn-Opening-Accelerated-London-Steinitz-Morris-Countergambit	London System	Queen's Pawn Opening	Accelerated London System	Steinitz Countergambit	Morris Countergambit			
Queen's Pawn Opening: Accelerated London System	Queens-Pawn-Opening-Accelerated-London-System	London System	Queen's Pawn Opening	Accelerated London System					
Queen's Pawn Opening: Amazon Attack	Queens-Pawn-Opening-Amazon-Attack	Queen's Pawn Opening	Queen's Pawn Opening	Amazon Attack					
Queen's Pawn Opening: Amazon, Siberian Attack	Queens-Pawn-Opening-Amazon-Siberian-Attack	Queen's Pawn Opening	Queen's Pawn Opening	Amazon Attack	Siberian Attack				
Queen's Pawn Opening: Anglo-Slav Opening	Queens-Pawn-Opening-Anglo-Slav-Opening	Queen's Pawn Opening	Queen's Pawn Opening	Anglo-Slav Opening					
Queen's Pawn Opening: Anti-Torre Attack	Queens-Pawn-Opening-Anti-Torre-Attack	Queen's Pawn Opening	Queen's Pawn Opening	Anti-Torre Attack					
Queen's Pawn Opening: Australian Defense	Queens-Pawn-Opening-Australian-Defense	Queen's Pawn Opening	Queen's Pawn Opening	Australian Defense					
Queen's Pawn Opening: Benoni Defense	Queens-Pawn-Opening-Benoni-Defense	Benoni Defense	Queen's Pawn Opening	Benoni Defense					
Queen's Pawn Opening: Blackmar, Blackmar-Diemer Gambit	Queens-Pawn-Opening-Blackmar-Blackmar-Diemer-Gambit	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar Gambit	Blackmar-Diemer Gambit				
Queen's Pawn Opening: Blackmar, Blackmar-Diemer, Lemberger Countergambit	Queens-Pawn-Opening-Blackmar-Blackmar-Diemer-Lemberger-Countergambit	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar Gambit	Blackmar-Diemer Gambit	Lemberger Countergambit			
Queen's Pawn Opening: Blackmar-Diemer, Albrecht Karlsruhe Defense	Queens-Pawn-Opening-Blackmar-Diemer-Albrecht-Karlsruhe-Defense	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Albrecht Karlsruhe Defense				
Queen's Pawn Opening: Blackmar-Diemer, Bogoljubov Defense	Queens-Pawn-Opening-Blackmar-Diemer-Bogoljubov-Defense	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Bogoljubov Defense				
Queen's Pawn Opening: Blackmar-Diemer, Bogoljubov, Diemer Attack	Queens-Pawn-Opening-Blackmar-Diemer-Bogoljubov-Diemer-Attack	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Bogoljubov Defense	Diemer Attack			
Queen's Pawn Opening: Blackmar-Diemer, Bogoljubov, Kloss Attack	Queens-Pawn-Opening-Blackmar-Diemer-Bogoljubov-Kloss-Attack	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Bogoljubov Defense	Kloss Attack			
Queen's Pawn Opening: Blackmar-Diemer, Bogoljubov, Mad Dog Attack	Queens-Pawn-Opening-Blackmar-Diemer-Bogoljubov-Mad-Dog-Attack	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Bogoljubov Defense	Mad Dog Attack			
Queen's Pawn Opening: Blackmar-Diemer, Bogoljubov, Nimzowitsch Attack	Queens-Pawn-Opening-Blackmar-Diemer-Bogoljubov-Nimzowitsch-Attack	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Bogoljubov Defense	Nimzowitsch Attack			
Queen's Pawn Opening: Blackmar-Diemer, Bogoljubov, Peters Attack	Queens-Pawn-Opening-Blackmar-Diemer-Bogoljubov-Peters-Attack	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Bogoljubov Defense	Peters Attack			
Queen's Pawn Opening: Blackmar-Diemer, Bogoljubov, Studier Attack	Queens-Pawn-Opening-Blackmar-Diemer-Bogoljubov-Studier-Attack	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Bogoljubov Defense	Studier Attack			
Queen's Pawn Opening: Blackmar-Diemer, Dries Counterattack	Queens-Pawn-Opening-Blackmar-Diemer-Dries-Counterattack	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Dries Counterattack				
Queen's Pawn Opening: Blackmar-Diemer, Euwe Defense	Queens-Pawn-Opening-Blackmar-Diemer-Euwe-Defense	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Euwe Defense				
Queen's Pawn Opening: Blackmar-Diemer, Euwe, Duthilleul Gambit	Queens-Pawn-Opening-Blackmar-Diemer-Euwe-Duthilleul-Gambit	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Euwe Defense	Duthilleul Gambit			
Queen's Pawn Opening: Blackmar-Diemer, Euwe, Zilbermints Gambit	Queens-Pawn-Opening-Blackmar-Diemer-Euwe-Zilbermints-Gambit	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Euwe Defense	Zilbermints Gambit			
Queen's Pawn Opening: Blackmar-Diemer Gambit	Queens-Pawn-Opening-Blackmar-Diemer-Gambit	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit					
Queen's Pawn Opening: Blackmar-Diemer Gambit Declined, Brombacher Countergambit	Queens-Pawn-Opening-Blackmar-Diemer-Gambit-Declined-Brombacher-Countergambit	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit Declined	Brombacher Countergambit				
Queen's Pawn Opening: Blackmar-Diemer Gambit Declined, Elbert Countergambit	Queens-Pawn-Opening-Blackmar-Diemer-Gambit-Declined-Elbert-Countergambit	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit Declined	Elbert Countergambit				
Queen's Pawn Opening: Blackmar-Diemer Gambit Declined, Grosshans Defense	Queens-Pawn-Opening-Blackmar-Diemer-Gambit-Declined-Grosshans-Defense	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit Declined	Grosshans Defense				
Queen's Pawn Opening: Blackmar-Diemer Gambit Declined, Lamb Defense	Queens-Pawn-Opening-Blackmar-Diemer-Gambit-Declined-Lamb-Defense	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit Declined	Lamb Defense				
Queen's Pawn Opening: Blackmar-Diemer Gambit Declined, Langeheinecke Defense	Queens-Pawn-Opening-Blackmar-Diemer-Gambit-Declined-Langeheinecke-Defense	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit Declined	Langeheinecke Defense				
Queen's Pawn Opening: Blackmar-Diemer Gambit Declined, O'Kelly Defense	Queens-Pawn-Opening-Blackmar-Diemer-Gambit-Declined-OKelly-Defense	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit Declined	O'Kelly Defense				
Queen's Pawn Opening: Blackmar-Diemer Gambit Declined, Weinsbach Declination	Queens-Pawn-Opening-Blackmar-Diemer-Gambit-Declined-Weinsbach-Declination	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit Declined	Weinsbach Declination				
Queen's Pawn Opening: Blackmar-Diemer Gambit Declined, Weinsbach Declination, Pfrang Gambit	Queens-Pawn-Opening-Blackmar-Diemer-Gambit-Declined-Weinsbach-Declination-Pfrang-Gambit	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit Declined	Weinsbach Declination	Pfrang Gambit			
Queen's Pawn Opening: Blackmar-Diemer, Hübsch Gambit	Queens-Pawn-Opening-Blackmar-Diemer-Hubsch-Gambit	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Hübsch Gambit				
Queen's Pawn Opening: Blackmar-Diemer, Kaulich Defense	Queens-Pawn-Opening-Blackmar-Diemer-Kaulich-Defense	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Kaulich Defense				
Queen's Pawn Opening: Blackmar-Diemer, Lemberger Countergambit	Queens-Pawn-Opening-Blackmar-Diemer-Lemberger-Countergambit	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Lemberger Countergambit				
Queen's Pawn Opening: Blackmar-Diemer, Lemberger, Diemer Attack	Queens-Pawn-Opening-Blackmar-Diemer-Lemberger-Diemer-Attack	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Lemberger Countergambit	Diemer Attack			
Queen's Pawn Opening: Blackmar-Diemer, Lemberger, Endgame Variation	Queens-Pawn-Opening-Blackmar-Diemer-Lemberger-Endgame-Variation	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Lemberger Countergambit	Endgame Variation			
Queen's Pawn Opening: Blackmar-Diemer, Lemberger, Rassmussen Attack	Queens-Pawn-Opening-Blackmar-Diemer-Lemberger-Rassmussen-Attack	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Lemberger Countergambit	Rassmussen Attack			
Queen's Pawn Opening: Blackmar-Diemer, Lemberger, Simple Variation	Queens-Pawn-Opening-Blackmar-Diemer-Lemberger-Simple-Variation	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Lemberger Countergambit	Simple Variation			
Queen's Pawn Opening: Blackmar-Diemer, Lemberger, Sneider Attack	Queens-Pawn-Opening-Blackmar-Diemer-Lemberger-Sneider-Attack	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Lemberger Countergambit	Sneider Attack			
Queen's Pawn Opening: Blackmar-Diemer, Netherlands Variation	Queens-Pawn-Opening-Blackmar-Diemer-Netherlands-Variation	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Netherlands Variation				
Queen's Pawn Opening: Blackmar-Diemer, Pietrowsky Defense	Queens-Pawn-Opening-Blackmar-Diemer-Pietrowsky-Defense	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Pietrowsky Defense				
Queen's Pawn Opening: Blackmar-Diemer, Rasa-Studier Gambit	Queens-Pawn-Opening-Blackmar-Diemer-Rasa-Studier-Gambit	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Rasa-Studier Gambit				
Queen's Pawn Opening: Blackmar-Diemer, Ritter Defense	Queens-Pawn-Opening-Blackmar-Diemer-Ritter-Defense	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Ritter Defense				
Queen's Pawn Opening: Blackmar-Diemer, Rook Pawn Defense	Queens-Pawn-Opening-Blackmar-Diemer-Rook-Pawn-Defense	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Rook Pawn Defense				
Queen's Pawn Opening: Blackmar, Diemer-Rosenberg Attack	Queens-Pawn-Opening-Blackmar-Diemer-Rosenberg-Attack	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar Gambit	Diemer-Rosenberg Attack				
Queen's Pawn Opening: Blackmar-Diemer, Ryder Gambit	Queens-Pawn-Opening-Blackmar-Diemer-Ryder-Gambit	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Ryder Gambit				
Queen's Pawn Opening: Blackmar-Diemer, Ryder, Tautvaišas Defense	Queens-Pawn-Opening-Blackmar-Diemer-Ryder-Tautvaisas-Defense	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Ryder Gambit	Tautvaišas Defense			
Queen's Pawn Opening: Blackmar-Diemer, Ryder, Tejler Gambit	Queens-Pawn-Opening-Blackmar-Diemer-Ryder-Tejler-Gambit	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Ryder Gambit	Tejler Gambit			
Queen's Pawn Opening: Blackmar-Diemer, Schlutter Defense	Queens-Pawn-Opening-Blackmar-Diemer-Schlutter-Defense	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Schlutter Defense				
Queen's Pawn Opening: Blackmar-Diemer, Tartakower Variation	Queens-Pawn-Opening-Blackmar-Diemer-Tartakower-Variation	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Tartakower Variation				
Queen's Pawn Opening: Blackmar-Diemer, Teichmann Variation	Queens-Pawn-Opening-Blackmar-Diemer-Teichmann-Variation	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Teichmann Variation				
Queen's Pawn Opening: Blackmar-Diemer, Vienna, Diemer Gambit	Queens-Pawn-Opening-Blackmar-Diemer-Vienna-Diemer-Gambit	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Vienna Variation	Diemer Gambit			
Queen's Pawn Opening: Blackmar-Diemer, Vienna, Gunderam Attack	Queens-Pawn-Opening-Blackmar-Diemer-Vienna-Gunderam-Attack	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Vienna Variation	Gunderam Attack			
Queen's Pawn Opening: Blackmar-Diemer, Vienna, Gunderam Attack, Kampars Gambit	Queens-Pawn-Opening-Blackmar-Diemer-Vienna-Gunderam-Attack-Kampars-Gambit	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Vienna Variation	Gunderam Attack	Kampars Gambit		
Queen's Pawn Opening: Blackmar-Diemer, Vienna, Polish Attack	Queens-Pawn-Opening-Blackmar-Diemer-Vienna-Polish-Attack	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Vienna Variation	Polish Attack			
Queen's Pawn Opening: Blackmar-Diemer, Vienna, Soller Attack	Queens-Pawn-Opening-Blackmar-Diemer-Vienna-Soller-Attack	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Vienna Variation	Soller Attack			
Queen's Pawn Opening: Blackmar-Diemer, Vienna, Sperling Attack	Queens-Pawn-Opening-Blackmar-Diemer-Vienna-Sperling-Attack	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Vienna Variation	Sperling Attack			
Queen's Pawn Opening: Blackmar-Diemer, Vienna, Tejler Attack	Queens-Pawn-Opening-Blackmar-Diemer-Vienna-Tejler-Attack	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Vienna Variation	Tejler Attack			
Queen's Pawn Opening: Blackmar-Diemer, Vienna Variation	Queens-Pawn-Opening-Blackmar-Diemer-Vienna-Variation	Queen's Pawn Opening	Queen's Pawn Opening	Blackmar-Diemer Gambit	Vienna Variation				
